Item,Jan-Qty, Feb-Qty,Mar -Qty,Apr -Qty,May -Qty,Jun -Qty,Jul -Qty,Aug -Qty,Sep -Qty,Oct -Qty,Nov -Qty,Dec -Qty,Jan -Qty 
AL-AWNBACK/LM, 3712, 1856, 0, 3712, 3712, 0, 0, 3712, 0, 0, 3712, 0, 4060
